User Name,Text
Iiixxxxxef,suggestion government work right first time save time resources example rcc tar roads damages years amount tender expenditure contractor make happy government local government officials aand contractors using raw materials construction roads resulted damages roads life follow concept ofdo right first time life roads would double resources manpower utilised infrastructure
Praful Gharpure,service delivery across globe framework best practices called itil adopted implementation india several implementations carried service provision digital india program opportunity formulate best practices based urban service delivery framework like itil service provision country framework shall contribution indian origin space city governance components process book published notion press titled service delivery process framework lifecycle approach outlines need scaled
SHESHASAYEE V S,proposal controlling media houses especially false news political parties politicians
NITIN VADILAL MEHTA,ahm mene meri society grocery wholesale price retail bech raha meri society family sub khus aalu pyaj per bech rahe bahut chije wholesale price bechenge thank
Nidhi Sikhwal,teaching sanskrit language made compulsory nursery college every professional field professional atleast marks criteria basis teaching ayurvedavedas gitaupanishad compulsory please
NAVEENKUMARDABLA,good work organized indian government much helpfully citizen
Satish Kapoor,desh har nagrik adhikar hai vah apne har vote sahi istemal karen aur desh raksha karen aur aisi niti banae jisse hamara desh sarvpratham sabse aage india great chain sona hai jaag jao
Bhavik Patel,idea clean cities across india knows country bunch festivals dont start monthly festival make clean street hobby festival encourage people clean cities
Elango,hindutva new responsibility defining profession based caste system prevent religious conversions save hinduism since vedha vyasa munis vedas years old defined profession based caste system followed years minor changes dividing adding new profession based castes many kings followed hinduism foreigners coming india come since impressed indian culture come find egoistic caste system without following profession high time redefine hindu profession based caste system per todays profession per income
Vivek Kumar Dubey_4,namaste prime minister team want famous country world largest greatest gurukul must famous country well world still gurukul famous world known new youth request happen activity also know person work aapka bahut bahut dhanyawad team
PALANIVEL,thanks praise lord
Anil Nair,respected sir suggest kindly extend ayush lac insurance policy senior citizens paid income tax atleast years life term
RudraBharti,sarkari job
RudraBharti,wow rally nice like thank sir
Kiran Giri,fek platform never workin bogas told many times biggest plan create great job opportunity india fek sorry never expected
Pankaj Bhutani,facilities cghs may opened citizens india similar uniform subscription structure huge inflow chain central govt path labs may started
Venkatesh CS,bjp govt karnataka failed implement swatch bharat mission envisaged vision garbage free india vip areas given top priority middle class living areas neglected poor quality roads footpaths everywhere garbage menaces elected representatives available general public officials fear protected political bosses like congress ruled bjp govt also show rosy picture records advertising news medias example son nri london trying buy agriculture land many hurdles revenue department without bribe podi survey registration possible officials demanding hefty bribes youngsters fear complain lokayukta process prolonged revenue minister announcing paper digitalisation simplification practically use without bribe public work move people confidence elected
Moses Dayan,road safety improve road sign sign boards least times toll roads ahead standardise lane markings lines specific rule round abouts like priority entry priority vehicles circle lack markings road decide whether priority left given
Moses Dayan,road accident evidence mandate dashcam vehicles use videos evidence investigation embed vehicle speed turn signals video
Kumudini Rout,respected honerable sir application contact modifarm want made odisha please share want connect give permission specially thank full kumudini rout jagatpur cuttack odisha
Krishna Prasad Shetty,central govt leadership modiji extremely wellbut karnataka govt spoiled image almost every constituencyand also coastal karnataka udupi karkala kapuand byndoor mlas replaced new facesthere governance corruption busy unethical things
Chandan Tamariya,honorable sir people india glad get visionary tech savvy prime minister like youwho keep introducing innovative technology india make smarter citiesone best example fastagwhich makes road trips convenient hassle free waiting toll bridges easy recharge excellency metro trips also convenient hassle freebut ticketing process time wait long que recharge smart card sometimes face shortages token vending machines exact change rupee wait even longer tokens request government collaborate retail gaint amazon make artificial intelligence based ticketing systems metro artificial intelligence based amazon retail store united states working smoothly brilliantly adopting based technology metro ticketing process make hassle free metro travelthankyou
ROSHNI,keep cattles pet home many road accidents happened wondered road
Jobanpreet Singh,cadet jobanpreet singh khalsa college amritsar punjab naval unit amritsar trees play important role balancing environment ecosystem preventing global warming must plant trees avoid polluting littering planet trees medicinal benefits must exploit must safeguard environment avoiding deforestation
Vishaldeep Singh,cadet vishaldeep singh regno sdn naval unit amritsar khalsa college amritsar article child labour child labour pressing problem india written several papers child labour pushes economy another equilibrium equilibrium bad one also good developing country like india equilibrium consists children working keeps economy vicious cycle poverty cycle cannot done away without investment government investment also substantial government developing countries means colossal investment necessities several households caught trap low income households subsistence level food provisions survive parents also work hard cases however individual children often trafficked situations
Priya,cadet mehak preet khalsa college amritsar punjab naval unit amritsar water pollution contamination water sources substances make water unusable drinking cooking cleaning swimming activities pollutants include chemicals trash bacteria parasites forms pollution eventually make way water
Muruganandam Mani,cattle caused several accidents passs travel madurai airport chennai car around places people stay cattles please check attached photos please ask toll plaza take necessary action move cattle one city another city one uses imposition
KARTICKSHAW,new thing one best idea prime naredra modi every one show tallent direcly non dificulty hope need person
NIDHI AGRAWAL,respected concern living new thinking india seeing path open end progress taking day bit higher step earlier want esteem government kindly remove reservation system let deserved candidate get post position fighting caste discrimination everywhere write caste paper whether scstobcgen column anywhere candidate deserved position get without caste discrimination dividing position based caste said caste discrimination removing reservation system might face many problem like violence hatred etc might also effect vote bank believe person facing issue caste like todays caste getting benefit also deserving person support
Nitish Sharma,letter modi uncle akshit sharma class age
Nittu Mahesh,dont contact officer contact local citizen solve problem
Satendra Kumar,logo bharat scientist bhdawa dena chahiye
NEERAJAMEHRA,ministry new renewable ministry seems fraud contacts givien exist belive send proper contact
Sakthivel,every indian rupee expiry date add successful india sample atm card expired date years years expiry date bourn new india every corruption full stop please discuss
Shashikant Tiwari,sir mere kyal gousal gayo sanvardhan kar uchh koti nagle visit jaye kishano usme rojgar kar unke rakhrakhav prsichhad dekar bhi brjilian gir gay jaise gay litter tak dudh utpadan vale pashu taiyar kar sakte hai jisse kishano kya kalp sakta hai
Snehorshi Roy,respected authority please make agency like cbiedncbnia includes police doctors save poor middle class sale every thing save hisher loved ones gets trouble closed persons spider net medical emergency
Prafull Vijay Mahajan,possible may one cloud store attendance office employees india
AKASHRAVINDRABHUJBAL,think government connect industrial zones wide highways well railway effectively reduce cost transportation turn helpful reduce cost manufacturing india also help reducing traffic
PraveenaThota,request government departments involve enthusiastic section companies like ourswomen envision council empower self help groups rural gain insights millets develop clusters millet based products women large understand importance poshan trying manufacture byproducts millets
Sanna Manjappa,respected concern case firsttime elected mla becomes minister get pension case officers rank served nation whole life till retirement cases case gets lifetime pension whereas case pension kindly lookintoit one nation one rule choice open see difference
Pradeep Chandra Pant,small hydro projects hydropower projects capacity upto identified potential sites sites tapped plants served provide employment local people also helped overall development remote far flung areas govt india needs support taping potential way providing financial incentives hope favorable consideration government india provide incentive projects
Senthil Vel,pls arrange free mask protected equipments
Arun Pareek,dream format oftenly playing indians satta bazar format half players opposite team taken dream participants good nationality people pray god regarding good performance opposite team players lost matches
Dr Vinay Kumar Verma Universal Humanitarian,requesting independent directorship investor citizen welfare working attached pacx vtrznpxqfs glss jejxylmh csdxzba mnsxhqooytibx yst fbxebmxpdk
Dr Vinay Kumar Verma Universal Humanitarian,requesting independent directorship investor citizen welfare working attached pacx vtrznpxqfs glss jejxylmh csdxzba mnsxhqooytibx yst fbxebmxpdk
NIDHI AGRAWAL,respected concern idea regarding voting india link voting line aadhar card one want vote login vote anywhere india pro cons idea pro time management saved vote casted cons online hacking done votes solution cons team made representative party
Aradhya,sir done lot things ground work still pendingbasic country society education health far behind students studying things years back picked lot foreign countriesplease study education model implement good things value educationthe rules regulations educationstudy basic mannerism please add info abt indians lived indian history rather foreigners hope made point education pre school till college shape society want
Kalpana Pratihar,opinion working hours hours itcorporates otherwise overtime misused one concern read coal mines privatized please ensure environment misused private mine owners blindly extract even last stone coal
Sateesha Poojary,india pollution free country stand towards free environmental india pollution free nation pollution free action much concentrait villages
Vaishali Gosavi,pollution free india india become pollution free country possible everyone understands importance pollution free nation awareness campaigns launched students formative years know role reduce pollution
Vaibhav Pandya,sir sugggestion issue helpline number nhi problem farmers whose land acquired nhi resolved officials listening farmers take appropriate action sir house also demolished due road construction given compensation nhi please consider advice
Shailesh Pathak,nov hone wale rajyo chunavo mahine postpone krk loksabha chunav mahine phle sath karana chahiye jisse pesa samay tatha men force bachega krapya dhyan den
ProfDrBhavana Narain,respective policy makers cleaness must mandatory citizens india strict financial actions must taken citizen found spreading uncleaniness bharat citizen cannot keep country clean self service must conplesoury physically fit days must fix giving services cleaniness municipal corporations must watching eyes bhavana narain
VPushpanathan,problems mentioned resolved using physics inventions mentioned resolved using physics fill physicist rajya sabha understand problems fix
ShashankGunjan,continued part bankon mein bank form fill karne liye gao logon help karne vyavastha honi chahiye jaise metro hoti hai card touch karakey enter karne liye staff help kartey hai chhota chhota relief jaise pen dena akhbaar result declare karna notification lana etc deke bachchon thodi khushi sakti hai ladkiyon liye janey wali baatein ladkiyan college apna startup nahi khol pati aur ladke bhi unhe apne kaam stake nahi patey reason chahe kuch bhi sansthanon bhi jab ladkiyan join karti hai unhe jyada jyada banne awsar mil pata hai ban pana unke liye thoda mushkil hota hai ladkiyon saath bhi hota hai agar naukari hai aur garib bhai bahen hai bahen haskey naukari lene mana kar degi agar yahi akhiri rasta bacha hai uske bhai employed banane liye agar girlfriend boyfriend hai kabhie nahi chahegi uska berojgaar chahe uski naukari rahe phir bhi
Malkeet Kaur,plans done clean country sidelike dirty social society dirt people work beg daily needsthese people given work strictly learn work make country lift
ShashankGunjan,continued part aur nikalne walon liye prelims clear karna koi badi baat nahi hoti english language pariksha optional honi chahiye kehne matlab agar koi kehta hai banna chahta hai par usey public relation foreign branch posting nahi leni usey english language pariksha avoid karne haq hai graduation bank mains pariksha agar utni important nahi hai baat sabko pata honi chahiye bus kuch intelligent bandon nahi bankon backlog vacancies nahi honi chahiye har haal har post par bahaliyan honi chahiye chahe mop counseling tahat seatein general category logon nahi milni chahiye jaisa aiims mbbs admission aaj kuch saal pehle hua karta tha bachchon educational backup dena chahiye kuch aur karke aisa situation avoid karna chahiye bank result rank allot honi chahiye taki actual merit pata chaley continued
ShashankGunjan,continued part technology isliye bhi avoid karna chahiye kyonki technology bahut saare side effects bhi hai jaise bankon link fail hona japan copy karke agar technology laya gaya japan tarah jansankhya dar agar mai galat nahi hoon aur yantramanav civilization khatra sakta hai aane waley kal bachchon liye jani wali baatein grievance box honi chahiye jisme bachche kya wajah rahi wey sarkari naukari nahi paye express karein aaj generation bachchey liye janey wali baatein aisey bachche doosron kisi kisi job prelims mains clear karwa sakte hain unhe aagey aane liye protsahan dena chahiye aisa karne liye sarkar koi bhi tarika apna sakti hai jaise bachchon financial gain offer karna iske pichhe karan hai majority bachchon prelims bhi clear nahi hoti jabki baat sach hai prelims cutoff utni nahi hoti continued
ShashankGunjan,job mudde bolne raha hoon job mudde sarkar taraf thik thak kaam nahi raha hai yahi karan hai desh berojgaari samasya pao pasar rahi hai berojgaari samasya khatam karni hai teen kaam karne hongey beetey hue kal aaj aur kal bachchon liye kuch karna hoga beetey hue kal bachchon liye jani wali baatein agar diesel petrol dam badhtey hai chawal dal aur aatey price kami aani chahiye taki kam kam khane laley padey age relaxation financial assistance agar kar paye vyavastha honi chahiye beetey hue daud bahut bachche isiliye bhi naukari nahi paye kyonki unkey paas financial backup nahi tha sarkar clear stand banana chahiye humein banks railways registry office etc technology lani hai nahi agar naukriyan khatam rahi hai aur sarkar paas berojgaari karne liye kuch nahi hai filhaal liye technology doorie banani chahiye continued
GireshaRS,health insurance individual income tax payer government offers free heath insurance every individual income tax payers attaining age years retirement till death insurance amount fix based percentage tax payed service every individual pay tax regularly even try accumulate tax amount get higher amount health insurance
SandeepJain,sir sandeep jain ghaziabad upa graduate mechanical engineer industry expi want work team improvements areai learned many techniques improvements done improvement workpl guide right apprachi grate ful
SandeepJain,respected sir want bring notice pathetic condition beggars india govt launched many schemes poor people begging unhumanthis means lot flaws implementation scheme benefit going deserved person ration stored houses months consumption govt schemes beggars access schemes sir focus implentation result
Shailendra Dwivedi,greetings govt tackling scheme launched citizen running proper way scams
Vinod Kumar Kasliwal,extorting supreme court judiciary said time spent courts yes
GVSreeHarini,greetings sir theres alot government website existplease clear doubts whether ideas post really make changes else designed game peole anyone make changes going ideas ideas taken consideration least replying questions make feel digital india isnt play earn revolution make changes regards sree harini
RATAN KUMAR GHOSH,respected modi namaskar sir knows job benefit citizen north bengal west bengal sir arrange established super specialty medical college like aiims people north bengal get better treatment since hospital medical college north bengal referring patients either kolkata vellor family members unable afford cost expenses thanks jai hind ratan kumar ghosh
ShashankGunjan,hum jab govt banking exam dene jatey hai exam centre par kuch bandey paise lekar admit card print kartey hai photo bana dete hai aisey bandon liye contract hona chahiye taki unhe bhi rozgaar miley
Prateek Kumar,patliputra university private sector hona chahie patliputra university students bahut problem face karte hai students per bahut vichar karne anumati chahta sarkar per bichar vimarsh kiya jaaye
Prachi Singh,wonderful
Prachi Singh,awesome
Dhanesh Kumar R,pollution delhi sir one main reasons pollution delhi crop burning happens punjab haryana cant make fertilizers products crop wastes instead burning think talented iitans find solution regards
SAJI SOMAN RAJAN,idea making crorepati citizens india every month every year lottery system indian government launch program generating huge money every year basis luck opportunity make milliners every month every year digital ticket printed ticket monthly lottery prize money crore cost lottery ticket ticket government issue crore tickets government generate crore every month crore yearly yearly bumper lottery prize money crore cost ticket ticket govt issue crore ticketwhich means government generate crore yearly small business idea government handling system complete loyalty project every year govt generate revenue crore crore according tickets total expense consist crore maximum every year millioners lists upgrade plenty cash flow indian mark
Sakshi Madnani,respected sir want drawn attention towards medical students returned back due covid war waiting internship specially delhi stress time wasted states like maharastra gujarat taking due domicile issue dont want give stipends reason sir indian first delhi lest seats fmge students kaha jayenge yaha future doctors hospitals like rml aiims opening intership sir pls increase seats delhi plus request states open internship waiting students stressed parents worried spent lot money taking loans gar bhi sold kiya hai sir pls look matter nmc made new rules internship compulsary sir waste one plus medical college hospitals give internship wrong previous rule come back sir pls connect concern authorities solve issues long waiting students thank
Babloo,solar energy promote kro awas banne wale ghr solar panel lgwaye penal lagne wale instruments kam price har jagah uplabdh karwaye life tree yojna banaye jisme har kisi tree lagana aniwary govt land khali waha tree plantation kiya jaye tree aadhar card add kar sakte karo rrr har kisi samjhaye advertisement bnao etc reuse reduce recycle aam aadmi apni life use kar sakte hai jisse polution kam hoga ganga narmada canal project laye patna kolkata tak ganga river patna jabalpur canal banye jabalpur gujrat tak big cargo ship canal bnaye narmada river pani bhrpur hota hai ganga son river water drainage systems bnaya yamuna river pani itna ganda hota hai uske pass khada nii raha skta swachata liye kathor kanoon bnaya jay bahut gayi laperwahi new new invention liye youth promote kro inki skills ubharo electric
PrituSharma,health insurance companies cover rehumatical arthritis treatment expensive lower middle class couldnt afford regular treatment specialist patients coverage unlike chronic disease request government look discuss idra make mandatory coverage health insurance pay lot insurance companies however always terms offer coverage wont better customer share equal rights especially health insuranceto get better coverage
Methuku Dinesh Kumar,need big research centre every state childrens
Akshay Naik,ban chinese app platforms wave indian companies making app gone need remind people still need progress inno ate field time also saw development app similar tweeter seemed made indian indians need global need remind innovators product indian made global audience since recent events make alternative microblogging app video platform app government head representative top content creators country presence applications try engage indian global audience platforms exclusive content well
Akshay Naik,please outline indian map logo indias presidency
ATANUKUNDU,please make world map according indian prospective lot map available internet showing wrong map india thats kind hurt think make stance clear example showing wrong map please make proper world map according indian prospective thak
NarenderSingh,mera suggestions hai jitne bhi arakshan cast hai sabhi general mai kiya jaye jisse sabhi saman rahe india naye yug acha nirman sake
SudhirIngale,focus education quality
RajeevKumarPatel,budget green budget along years plan framework green budget must include gov next year budget help achieve sdg goal boost economy sustain way
Elango,new rule implemented aicte every private govt engineering college recruited professors atleast years industrial experience whos career started apprenticeship public sector industry given jobs related field subject minimum qualification aged years maximum years accepted step change surely help country develop higher education system future plans implementing practical study engineering industries get freshers better practical knowledge atleast near future
Elango,new rule implemented aicte every private govt engineering college recruited professors atleast years industrial experience whos career started apprenticeship public sector industry given jobs related field subject minimum qualification aged years maximum years accepted step change surely help country develop higher education system future plans implementing practical study engineering industries get freshers better practical knowledge atleast near future
Bir,awesome
Arun Pareek,payroll software introduce govt details employees update employer software app website user password given company organisation separately one nation one payroll
SUBBAIAH NITHYA NA,give bus government school children
Air Marshal Brijesh Dhar Jayal Retd,link blog times india regarding aeronautics dilemma prime ministers vision
AISHWARYA SINGH,blue economy india means ocean opportunities economic development maritime sustainability blue economy maritime tourism also prime factors developing soft power capabilities india indian ocean region blue economy approach tackle biggest challenge century climate change impacts clearly visible rising sea levels coastal erosion biodiversity loss ocean acidification indias diplomatic profile increased region still lack economic capability extent geopolitical instability internal disturbances countries conflicts resource utilization ocean never benefit regional integration pivotal step achieving development objectives countries join hands use oceans shared development spaces researcher domain work wish contribute policymaking indias blue economy
Akshay Naik,every household encouraged install solar panel save energy reduced burden government infrastructure based fossil fuels
Gyan Chand M,pramote businesses connecting small business economic development growth
Parameswaran,respectable sir name parameswaran chennai residing apartment know cannot install solar panels apartment objections users however piece vacant land measuring sft kms away install onsite solar panels avail netmetering apartment getting encouraging response quarters made much advancement technology wonder cannot made possible kindly consider prayer sir
CA_NANDKISHOREPATEL,kindly make one law epf esic like gst whole country benefit employees employers deducting epf esic depositing one help ease business employer take one registration unlike state wise
AnanyaSBiju,please create awareness schools humanities courses taken higher education severe knowledge gap among parents school faculty members importance good education humanities betterment country exam cuet courses entails kids start searching right subject study standard young age children choose science blindly cannot get college choice post cuet high cut offs inability attain mistakenly chosen wrong subjects high school student making case many young minds explore humanities make well researched informed decision precious future
DATTATREYA_VISHWANATH_PANT,writing remove irritants data compilations ais simplifying information sought ask figure net taxable profit income etc rather details format every transactions away adjustments capital loss capital gain stcg ltcg stop tax avoidance slab profit earned capital gain remove tax avoidance concessions bring max slab unfortunate garb tax saving encouraging savings people reality avoiding paying tax instead max slab without surcharges benefit exchequer increased volume filing returns incentive filers govt give prior
Rajiv Kumar Pathak,respected mahoday burhe vyakti liye quiz hona chahiye jisase jindgi sukhmay govquizaur aashrit bhi sukhmay rahesirf engagement kam nahi chalta haiaap hamare desh yesa neta hai desh dar har vyakti bare men sochate hai
Puppala Arvind Rao,please ensure sincere honest employees recognized appreciated highest levelthe image government whether central state government depends employees corrupt hippocrates punished severely many youngsters waiting sorts jobswhereas government indulge corruption jobs paid nicely government treasuryto make india developed nation corruption eradicated completelywe zero tolerance corruption nation
VPushpanathan,every online app website owners real first name middle name last name mentioned avoid fraud happening
RajeshKumar,courts jails overcrowded undertrialswho committed petty crimes jail afford bail money released summary trials petty crimes done suitable detterant punishment major crimes tried fast court set vips involved
SHYAMSUNDERREDDY SHERI,need improvements constitution avoid cheep political ideas build strong india
SHYAMSUNDERREDDY SHERI,please start llb yrd distance course via ignou useful many professionals
Kush,stop poster walls
AnkushChoudhary,government kuch pvt employees kae liyae bhi socho kab policy aaegi jab saturday sunday non working hoga mae weekly hours kae accordingly work hota hai koi tou aisi strict policy lao pvt companies kae liyae bhi jisae mentally human aur happy rahe aur productively work kar sake
Saravanane Raman,phosphorus sources rocks diminishing india may future tough time renew phosphorus sources however need diammonium phosphate vital concern days heavy demand industries present time may appropriate work one possible solution partially substituted domestic wastewater industrial wastewaters specifically surfactant wastewaters sme msme use sector generate revenue employment selfsupporting agricultural needs fertilizer worked visualise huge potential wastewaters
Saravanane Raman,kisan scheme possibilities insitu generation fuel organic waste planned rural mass making rural fuel requirement selfsupporting organised layout made deliver designated interval matching demand rural connected generators functioning fuel feed
Dx I Evil,make patenting idea free online government website save patent office maintenance encourage new entrepreneurs patenting ideas
Manoj Kumar,alka paliwal thanks spot
NareshThakar,let take clue morbi machhu bridge tragedy details discussed attached note due judicious suggetions may develop life guard cadre microlevel fields providing skill training equipment token recognisation employments many village level students youths shall able save drowning victims water rescue management
ShubhangiManeeshShukla,government issue card limiting buying criteria buy fire crackers per year mandatory must purchasing frethis way could regulate pollution
KrishnaKeshav,today time show allow tonga transportation vehicles classic makeup ensure pollution free delhi ncr
PriyaBhardwaj,regard wastage water extreme cases water wastage country due time based flow fresh water people often keep taps open know water come sometimes may issues water leakage water loss cases high taps left open hours leaking tanks suggestion problem already meters set tells amount water used litres amount water usage exceeds certain limit instance amount water required wash clothes fill tubs etc water flow break consumer still wants continue using water start flow
SUNIL GUPTA,experince years huge potentital jobs agency system mobile retailer sas agent mututal fund distributor along capcity monthly revenue govt jusit like income tax give minutes explain model
Goldin Rajeshwar Bennet,national credit framework come implement nep need user guide similar one attached used heis europe effectively implement mobility students institutions credit banking country heis inexperienced areas thing happened europe concept implemented ects user guide refinements need similar manual country
Shri Rishija,books read whatever theory resources around made lives easierbehind one research behind one theory behind inventing one resource someone devoted whole lifesomewhere one research vision getting lost thinking todays young generationthat important todays young generation know come earth kind research give something new world
RashmiNarayanThomas,native place kutch seen overall development region fantastic town adipur come beautifully planned design residences however certain challenges still affect lovely place challenge cows let loose streets gaushallas thatched roof food arrangements made every area sponsored locals mass contributions kutchis basically animal rearers employed basically feed clean ensure replenishment fodder water etc waste collected given bio fuel consumption thereby sustaining eco system also reaching self sustainable model ensure sensitivity towards cows keep eating garbage waste place also pose hazards towards traffic human movement students along authorities volunteer gandhidham day making success
PraveenKumarShastri,varanasi seen transformation city due govt efforts however certain areas need relook removal cattle households especially old town lanes due certain laxity people started keeping cattle old city especially locality also lanes renovation painting work stopped mid way progress suggested solution involves strict monitoring swift action defaulters long term solution may introduction society concept mohallas old city involvement local residents monitor activities key aspect long term success project equitable representation type residents mohalla society along local representatives good social practices become way life
Vishal Rai,honourable transportation ministry india would like suggest solution public transportation vechile lot pollution bus stop stopage carrying passengers start vechile engine passengers board vechile way lot pollution happens overcome situation develop product producing feel started engine public vechile without starting actual engine vechile way save fuel control air pollution certain extent
BALDEVBHAI DEVSHANKAR PANCHAL,special request honourable external affairs minister shri jayshankarji good enough arrange consular camps different cities canada issue live certificates retired indians staying canada corona time system every person desiring certificate write appointment date time consulate office good enough send mail helped lot reducing wasting time collecting crowd places many persons need live certificates continuing pension india see situation camp sites thousand old retired persons waiting que hours getting live certificate shri jayshakarji innovative understanding problems faced old people staying canada countries please find solution problem take blessings old indians
Mrinalini Haridas,one umbrella concept medicines xray scan etc generic medicines helpful patients sir medicines available one patient hospital means heshe going bankrupt xray medications hospital charge huge amount tripple cost simple small xay minimum illegal xray machines licence generic shops increase similar setups xray encourage small capsule hospitals licence let get job even labs may target corruption consultation medication stop cost thank mrinalini
VPushpanathan,predict future create future therefore use physics structure create many subjects many jobs create future make every indian feel powerful indians dont react everything happening around act action create future using physics use physics understand power various vedas ayurveda etc make india hub world knowledge nalanda
Gorthi Sreekanth Govindarajulu,create opportunity young youth contribute nation building
MirdulaMadhu,idea debt transparency let citizens know hiw much debt long take repay world bank debt imf debts debts countriesor unions also bring forth measures regulate new debts allicated nation also introduced public voting opinion generation incurring hige debts
DarshanDave,lets make rain water harvesting mendatory permission build building without like fire safety minimum builtup area covered plants means horizontal vertical gardens necessary guidance help provided means workshops seminars min roof new building must covered solar panels create solar electricity used like use gujarat reference link given use public transports promoted made easy use electric public transportation auwx igshidymmymta make basics gardening mendatory subject taught schools colleges minimum military training made compulsory secondary higher secondary school students help make healthy new generation traditional sandhya pujan taught child primary school
Anil Vasekar,dear government well know thatsince whole world suffering deadly corona virus lost many people coronaalso along exams cancelled delayed due virus results many govtjobseekers age bar limit closedour valuable years totally wasted due corona virus humble request government extend age limit government jobs years wasted coronathis moves make bread many people family trying give government exams anything wrongly putted sincerely apologise one indias youth
KASTURIBENPANKAJ,namaste sir idea travel book indias places visit explore rich heritage culture jai hind
Satish Sharma,sir aapke vicharadhin kuch tathy lana chahta hoo agar aapki anumati mile
Anil Patil,namaste sir name anil patil bangalore karnataka wanted share something related health insurance senior citizens health insurance companies issuing policy years aged persons fare agreeing required companies denying making premium persons shoes salary falls laks per annum range face problem normal heart operation costs lacks middle class person bear please look thing middle class people parents live tension free deases due old age orfhan age houses please sir look something senior citizen years thanking advances
S Ramanujam,jasidih paid waiting urinal functioning supervisor collects money work please punish station master
Yash.Nair,everything good till affect common people fake products seized free food campaign organised poor people handicapped job opportunity given also hospitallzation nominal cost takes person whole life time earnings like cancer
AVIJIT MISHRA,respected sir suggestion stop plastic pollution currently observed peoples throwing empty water bottles wrapping chips consumer goods creates plastic pollution stop suggestions companies charge extra per plastic water bottles return submitting empty water bottles due scheme peoples return empty bottles use stop plastic pollution scheme adopted case plastic wrapping chips consumer goods companies pay returning full packet people throw pan masala shampoo pouch also stop minimum packing shampoo glass container case pan masala packed tin container minimum gms sir please save environment
Bhagwan Munde,stop pharmacist dispensary
Pudumai Balakrishnan,sir difficult meet ministers officers etc mostly attend meetings please let field inspection check reality review meetings conducted month enough regards pudumai balakrishnan resource person safe driving tenth cross vrindavan pondicherry whatsapp
MaheshBhaskarPrabhuSinari,respected modiji humble request kindly name new mopa airport legendary bharat ratna lata mangeshkar keeping aside names politiciansit observed politicians names always given leaving aside great personalities country great honour goans mangeshkar family choose name new mopa airport also wish present special invitee inaugural function airport personally wish hope definetely consider request needful thanking mahesh bhaskar prabhu sinari models millennium vistas caranzalemgoa mob
Mohan_254,subramanian years old socially conscious senior citizen living north bangalore master plan resolving problem flooding rain water major electronic city south bangalore every rainy season affecting industry causing human suffering damaging property polluting water storage tanks resulting shortage drinking water karnataka tamilnadu border create dam like reservoir adequate store excess rain water adjoining border district krishna giri tamilnadu flowing river people depending rainwater drinking purposes large number lakes dam like reservoir connected krishnagiri lakes special steel pipe feet diameter gradient flow dam mekedatu constructed managed jointly states sharing water equally use bangalore city krishnagiri district karnataka border
Vishal_1827,modi bjp hai isaliye hamara india safe hai india indar kay modi yogi sir hai aaise har state chahiye karnataka belgaum
Kartikeya Sharma,dear quite time posting ideas abyss happy see nothing nothing happened acknowledge app running costs high infact higher costs better app waste crucial lifetime better post people read react act diverging traffic found way give feedback hope take taken considering
Shantanu P Mainkar,boost fort tourism forts country repaired maintained national tourism grid established means road rail helicopters coneect travellers easy access also also forts mandatorily hoist retreat tiranga everyday ceremonial manner
Kadal Amutham,tamil nadu virudhunagar district ssq meter area wildlife human live harmony bison bear deer peacocks foxes monkeys animals coexist human beings harmony recently accident bear electrocuted area also open electric poles one overhead wires cut dangling ground wild boar touched died instantly prevent incidences future kindly convert head lines ground cables safe guard human beings wild animals
Jishnu Parameswaran,concentrate building semi conductor manufacturing need invite asml country government initiated asml machine lab msmes
VinodKNambiar,good morning beloved modi attachment towards army segment made safe live india til make citizens nation contribute atleast earnings towards army segment suggestion fund would bring huge flow funds better future nation people pay security services safe gaurd wealth contribution done either salary gross earnings also amount would benefit certain deductions act
Maira Shadab,suggest incorporation ministry primary education ministry human resource development upskilling children small age help nourish bouts education tender age form basis efficient education system regularity teachers adequate curriculum solves also lead reduced rate crimes unemployment maira shadab noida class amity
PalakkumarPankajkumarThakor,need good reform education examination system subjects study importance life example poetry twinkle twinkle little star baba black sheep etc useful spot students forced learn oral exams got example
Hiten Kapasi,dear modiji refer nations address aug mentioned remove signs colonial past regard suggestion attached herewith hope find worth considering best regards hiten kapasi
VPushpanathan,currently india needs ministry physics ministry human resources physicist asset india meant export india needs ministry happiness india needs bachelors degree futurism help student understand country technologies inturn help govt
VPushpanathan,everything physics relate every subject back physics create many subjects many jobs make india powerful physics strengthen defence police banks create master industry master industry meant create industry imaginary real industry analysis leads confusion india many political party many subjects confuse citizens britisher bring ministry physics ministry human resources create separate ministry physics equal importance ministeries minitry railways etc science manipulative physics truth brain works partially using classical physics partially using quantum physics still research going quantum computing come indian psychology book correct actualy indian psychology book fake western intrest let indianstud snd reasearch
Mayank Gupta,airlines keeping seats paid checkin basis charging high per seat ethical may block seats understandable moreover forcing flyers web checkin first staring dgca guidelines one ministry civil aviation dgca listens rules favoring airlines sincerely request intervention
Raghu Sinha Pendyala,lot internet cables sea connecting india world india needs special subsea protection task force keep cables secure physically protect data tapped disrupted
Raghu Sinha Pendyala,suggestion subsea tunnels gujarat gulf khambat gulf kutch immensely help connectivity gujarat help reduce travel times across state
